,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
42,8.381042326232547e-13,9.218230468003872e-11,8.69064995215863e-09,6.827448171250745e-07,4.2906697800610424e-05,0.002022061579413832,0.06350760008384497,0.9959545111671604,0.06350760008384497,0.002022061579413832,4.2906697800610424e-05,6.827448171250745e-07,8.69064995215863e-09,9.218230468003872e-11,8.381042326232547e-13
43,9.881491670153622e-13,1.0615746001597409e-10,9.775387235017987e-09,7.500981965510057e-07,4.6042764996411816e-05,0.0021193586149369386,0.06501333797267227,0.9957597823614023,0.06501333797267227,0.0021193586149369386,4.6042764996411816e-05,7.500981965510057e-07,9.775387235017987e-09,1.0615746001597409e-10,9.881491670153622e-13
44,1.1606522374321954e-12,1.2185504577420102e-10,1.096580775370797e-08,8.223139437456025e-07,4.932787075989748e-05,0.0022189318695970575,0.06651862821722312,0.9955604913891892,0.06651862821722312,0.0022189318695970575,4.932787075989748e-05,8.223139437456025e-07,1.096580775370797e-08,1.2185504577420102e-10,1.1606522374321954e-12
45,1.3583471448056866e-12,1.3944081803259578e-10,1.2269448263407179e-08,8.996203156524461e-07,5.27654556782744e-05,0.002320780428874034,0.06802346045803298,0.9953566396227161,0.06802346045803298,0.002320780428874034,5.27654556782744e-05,8.996203156524461e-07,1.2269448263407179e-08,1.3944081803259578e-10,1.3583471448056866e-12
46,1.5842274910672582e-12,1.590922116569343e-10,1.3694195043022239e-08,9.822507692211964e-07,5.6358958587490965e-05,0.0024249033573425084,0.06952782433914166,0.9951482284655648,0.06952782433914166,0.0024249033573425084,5.6358958587490965e-05,9.822507692211964e-07,1.3694195043022239e-08,1.590922116569343e-10,1.5842274910672582e-12
47,1.8415648751730157e-12,1.8099887542890612e-10,1.5248291753456356e-08,1.070443958188674e-06,6.011181653269224e-05,0.0025312996986799727,0.0710317095081725,0.9949352593526934,0.0710317095081725,0.0025312996986799727,6.011181653269224e-05,1.070443958188674e-06,1.5248291753456356e-08,1.8099887542890612e-10,1.8415648751730157e-12
48,2.1339278086464817e-12,2.053632190482243e-10,1.6940347290126512e-08,1.164443729788137e-06,6.402746472869233e-05,0.002639968475675,0.0725351056164116,0.9947177337504255,0.0725351056164116,0.002639968475675,6.402746472869233e-05,1.164443729788137e-06,1.6940347290126512e-08,2.053632190482243e-10,2.1339278086464817e-12
49,2.465201468603316e-12,2.3240097199876604e-10,1.877934362960257e-08,1.2644991213867877e-06,6.810933652046444e-05,0.002750908690235662,0.07403800231888699,0.9944956531564385,0.07403800231888699,0.002750908690235662,6.810933652046444e-05,1.2644991213867877e-06,1.877934362960257e-08,2.3240097199876604e-10,2.465201468603316e-12
50,2.839608306206238e-12,2.623417542684601e-10,2.0774643670241595e-08,1.3708643570515446e-06,7.23608633436491e-05,0.002864119323398116,0.07554038927444766,0.9942690190997526,0.07554038927444766,0.002864119323398116,7.23608633436491e-05,1.3708643570515446e-06,2.0774643670241595e-08,2.623417542684601e-10,2.839608306206238e-12
51,3.2617295284817322e-12,2.9542965891241773e-10,2.2935999066690766e-08,1.4837988440431167e-06,7.678547468508054e-05,0.0029795993353353826,0.07704225614584276,0.9940378331407191,0.07704225614584276,0.0029795993353353826,7.678547468508054e-05,1.4837988440431167e-06,2.2935999066690766e-08,2.9542965891241773e-10,3.2617295284817322e-12
52,3.7365274714131835e-12,3.31923846448585e-10,2.527355805813237e-08,1.6035671692384205e-06,8.138659804333214e-05,0.0030973476653662927,0.07854359259980065,0.993802096871008,0.07854359259980065,0.0030973476653662927,8.138659804333214e-05,1.6035671692384205e-06,2.527355805813237e-08,3.31923846448585e-10,3.7365274714131835e-12
53,4.269368882207768e-12,3.7209915107497634e-10,2.7797873290144377e-08,1.730439095481371e-06,8.616765888928084e-05,0.0032173632319646215,0.0800443883071079,0.993561811913596,0.0800443883071079,0.0032173632319646215,8.616765888928084e-05,1.730439095481371e-06,2.7797873290144377e-08,3.7209915107497634e-10,4.269368882207768e-12
54,4.866049128616776e-12,4.1624669869732885e-10,3.051990963005023e-08,1.8646895578620951e-06,9.11320806266912e-05,0.003339644932768399,0.08154463294268828,0.9933169799227548,0.08154463294268828,0.003339644932768399,9.11320806266912e-05,1.8646895578620951e-06,3.051990963005023e-08,4.1624669869732885e-10,4.866049128616776e-12
55,5.532817353171046e-12,4.646745367558003e-10,3.3451051975631514e-08,2.0065986599245986e-06,9.628328455281943e-05,0.0034641916445894,0.08304431618568181,0.9930676025840373,0.08304431618568181,0.0034641916445894,9.628328455281943e-05,2.0065986599245986e-06,3.3451051975631514e-08,4.646745367558003e-10,5.532817353171046e-12
56,6.276402590174809e-12,5.177082758391144e-10,3.660311305707729e-08,2.156451669802933e-06,0.00010162468981903765,0.003591002223422813,0.08454342771952358,0.9928136816142654,0.08454342771952358,0.003591002223422813,0.00010162468981903765,2.156451669802933e-06,3.660311305707729e-08,5.177082758391144e-10,6.276402590174809e-12
57,7.1040408632825785e-12,5.75691743074339e-10,3.998834123204394e-08,2.314539016285903e-06,0.00010715971339147886,0.00372007550445709,0.08604195723202275,0.9925552187615166,0.08604195723202275,0.00372007550445709,0.00010715971339147886,2.314539016285903e-06,3.998834123204394e-08,5.75691743074339e-10,7.1040408632825785e-12
58,8.023503281464634e-12,6.389876472802643e-10,4.3619428273699426e-08,2.4811562848103533e-06,0.00011289177001170307,0.003851410302083973,0.0875398944154414,0.9922922158051112,0.0875398944154414,0.003851410302083973,0.00011289177001170307,2.4811562848103533e-06,4.3619428273699426e-08,6.389876472802643e-10,8.023503281464634e-12
59,9.043125151147278e-12,7.079782558721316e-10,4.750951715162596e-08,2.6566042133830826e-06,0.00011882427215738479,0.003985005409908702,0.08903722896657325,0.9920246745555975,0.08903722896657325,0.003985005409908702,0.00011882427215738479,2.6566042133830826e-06,4.750951715162596e-08,7.079782558721316e-10,9.043125151147278e-12
60,1.0171836122294277e-11,7.830660835052441e-10,5.167220980545525e-08,2.8411886884314227e-06,0.00012496063000302235,0.004120859600760402,0.0905339505868226,0.9917525968547393,0.0905339505868226,0.004120859600760402,0.00012496063000302235,2.8411886884314227e-06,5.167220980545525e-08,7.830660835052441e-10,1.0171836122294277e-11
61,1.141919138617581e-11,8.646745924447742e-10,5.6121574911110415e-08,3.035220740582535e-06,0.00013130425138066954,0.004258971626702644,0.09203004898228304,0.9914759845755008,0.09203004898228304,0.004258971626702644,0.00013130425138066954,3.035220740582535e-06,5.6121574911110415e-08,8.646745924447742e-10,1.141919138617581e-11
62,1.2795403942550822e-11,9.532489046488643e-10,6.087215563952888e-08,3.2390165403714605e-06,0.00013785854174068967,0.004399340219044191,0.09352551386381608,0.9911948396220329,0.09352551386381608,0.004399340219044191,0.00013785854174068967,3.2390165403714605e-06,6.087215563952888e-08,9.532489046488643e-10,1.2795403942550822e-11
63,1.4311377953967859e-11,1.0492565255519016e-09,6.593897740774062e-08,3.452897393877975e-06,0.00014462690411253285,0.004541964088349921,0.09502033494712997,0.9909091639296581,0.09502033494712997,0.004541964088349921,0.00014462690411253285,3.452897393877975e-06,6.593897740774062e-08,1.0492565255519016e-09,1.4311377953967859e-11
64,1.597874320486837e-11,1.1531880795346294e-09,7.133755562217615e-08,3.677189738292299e-06,0.00015161273906553628,0.004686841924451925,0.09651450195285821,0.9906189594648563,0.09651450195285821,0.004686841924451925,0.00015161273906553628,3.677189738292299e-06,7.133755562217615e-08,1.1531880795346294e-09,1.597874320486837e-11
65,1.7809890683154922e-11,1.2655580570675388e-09,7.70839034140788e-08,3.912225137409702e-06,0.00015881944466974865,0.004833972396460791,0.09800800460663826,0.9903242282252495,0.09800800460663826,0.004833972396460791,0.00015881944466974865,3.912225137409702e-06,7.70839034140788e-08,1.2655580570675388e-09,1.7809890683154922e-11
66,1.981800930186501e-11,1.386905573513775e-09,8.319453936689605e-08,4.158340277054053e-06,0.00016625041645677827,0.0049833541527770555,0.09950083263919002,0.9900249722395856,0.09950083263919002,0.0049833541527770555,0.00016625041645677827,4.158340277054053e-06,8.319453936689605e-08,1.386905573513775e-09,1.981800930186501e-11
67,2.2017123778568945e-11,1.517795139577565e-09,8.96864952355243e-08,4.4158769604303705e-06,0.00017390904738066605,0.005134985821102842,0.10099297578639438,0.9897211935677249,0.10099297578639438,0.005134985821102842,0.00017390904738066605,4.4158769604303705e-06,8.96864952355243e-08,1.517795139577565e-09,2.2017123778568945e-11
68,2.4422133690087706e-11,1.6588174433839668e-09,9.657732365728243e-08,4.685182103406413e-06,0.0001817987277787829,0.005288866008453679,0.10248442378937175,0.9894128943006224,0.10248442378937175,0.005288866008453679,0.0001817987277787829,4.685182103406413e-06,9.657732365728243e-08,1.6588174433839668e-09,2.4422133690087706e-11
69,2.7048853720103972e-11,1.8105901441755205e-09,1.0388510585448848e-07,4.966607729723371e-06,0.00018992284533275294,0.005444993301170487,0.10397516639456039,0.9891000765603128,0.10397516639456039,0.005444993301170487,0.00018992284533275294,4.966607729723371e-06,1.0388510585448848e-07,1.8105901441755205e-09,2.7048853720103972e-11
70,2.99140551172161e-11,1.973758677611163e-09,1.1162845932851497e-07,5.260510966135703e-06,0.00019828478502940174,0.005603366264931752,0.1054651933537949,0.9887827424998943,0.1054651933537949,0.005603366264931752,0.00019828478502940174,5.260510966135703e-06,1.1162845932851497e-07,1.973758677611163e-09,2.99140551172161e-11
71,3.303550838096145e-11,2.1489970726525555e-09,1.1982654554519762e-07,5.567254037480175e-06,0.000206887929121731,0.00576398344476587,0.10695449442438451,0.9884608943035114,0.10695449442438451,0.00576398344476587,0.000206887929121731,5.567254037480175e-06,1.1982654554519762e-07,2.1489970726525555e-09,3.303550838096145e-11
72,3.643202719331146e-11,2.337008780022759e-09,1.2849907761147285e-07,5.887204261674141e-06,0.00021573565708991923,0.005926843365063677,0.10844305936919141,0.9881345341863389,0.10844305936919141,0.005926843365063677,0.00021573565708991923,5.887204261674141e-06,1.2849907761147285e-07,2.337008780022759e-09,3.643202719331146e-11
73,4.012351361311669e-11,2.538527512221973e-09,1.376663279431195e-07,6.22073404464315e-06,0.0002248313456023496,0.006091944529591152,0.10993087795670901,0.9878036643945647,0.10993087795670901,0.006091944529591152,0.0002248313456023496,6.22073404464315e-06,1.376663279431195e-07,2.538527512221973e-09,4.012351361311669e-11
74,4.413100455095536e-11,2.7543180950848406e-09,1.473491359234799e-07,6.568220875177891e-06,0.00023417836847666444,0.006259285421502296,0.11141793996114017,0.9874682872053727,0.11141793996114017,0.006259285421502296,0.00023417836847666444,6.568220875177891e-06,1.473491359234799e-07,2.7543180950848406e-09,4.413100455095536e-11
75,4.847671954181413e-11,2.9851773308636036e-09,1.5756891555303618e-07,6.930047319720571e-06,0.00024378009664084772,0.006428864503352191,0.11290423516247536,0.9871284049269254,0.11290423516247536,0.006428864503352191,0.00024378009664084772,6.930047319720571e-06,1.5756891555303618e-07,2.9851773308636036e-09,4.847671954181413e-11
76,5.318410983300454e-11,3.2319348728211896e-09,1.68347663089717e-07,7.306601017080755e-06,0.0002536398980943349,0.006600680217110239,0.11438975334657075,0.9867840198983457,0.11438975334657075,0.006600680217110239,0.0002536398980943349,7.306601017080755e-06,1.68347663089717e-07,3.2319348728211896e-09,5.318410983300454e-11
77,5.827790880469274e-11,3.4954541113180766e-09,1.7970796467981103e-07,7.698274673080736e-06,0.0002637611378691514,0.006774730984173573,0.11587448430522636,0.9864351344897,0.11587448430522636,0.006774730984173573,0.0002637611378691514,7.698274673080736e-06,1.7970796467981103e-07,3.4954541113180766e-09,5.827790880469274e-11
78,6.378418374039461e-11,3.776633071376588e-09,1.916730039793626e-07,8.105466055130492e-06,0.0002741471779910797,0.006951015205380647,0.11735841783626402,0.9860817511019792,0.11735841783626402,0.006951015205380647,0.0002741471779910797,8.105466055130492e-06,1.916730039793626e-07,3.776633071376588e-09,6.378418374039461e-11
79,6.97303889647614e-11,4.076405321706044e-09,2.042665697659258e-07,8.528577986732287e-06,0.00028480137744085515,0.007129531261025003,0.1188415437436054,0.9857238721670808,0.1188415437436054,0.007129531261025003,0.00028480137744085515,8.528577986732287e-06,2.042665697659258e-07,4.076405321706044e-09,6.97303889647614e-11
80,7.614542036595523e-11,4.395740895171982e-09,2.175130635405525e-07,8.968018341914978e-06,0.00029572709211539124,0.007310277510869219,0.12032385183734987,0.9853615001477901,0.12032385183734987,0.007310277510869219,0.00029572709211539124,8.968018341914978e-06,2.175130635405525e-07,4.395740895171982e-09,7.614542036595523e-11
81,8.305967131988592e-11,4.735647220692456e-09,2.314375071198918e-07,9.424200039598069e-06,0.000306927674789035,0.007493252294159024,0.12180533193385251,0.9849946375377616,0.12180533193385251,0.007493252294159024,0.000306927674789035,9.424200039598069e-06,2.314375071198918e-07,4.735647220692456e-09,8.305967131988592e-11
82,9.050509003355405e-11,5.097170066544191e-09,2.4606555021827545e-07,9.897541037885604e-06,0.000318406475074852,0.007678453929637602,0.12328597385580183,0.9846232868614997,0.12328597385580183,0.007678453929637602,0.000318406475074852,9.897541037885604e-06,2.4606555021827545e-07,5.097170066544191e-09,9.050509003355405e-11
83,9.851523832471699e-11,5.481394495061178e-09,2.6142347801966745e-07,1.0388464328289945e-05,0.00033016683938594206,0.007865880715560063,0.12476576743229757,0.9842474506743392,0.12476576743229757,0.007865880715560063,0.00033016683938594206,1.0388464328289945e-05,2.6142347801966745e-07,5.481394495061178e-09,9.851523832471699e-11
84,1.0712535185506675e-10,5.889445828708068e-09,2.7753821873935317e-07,1.0897397929885484e-05,0.0003422121108967859,0.008055530929708092,0.12624470249892847,0.9838671315624262,0.12624470249892847,0.008055530929708092,0.0003422121108967859,1.0897397929885484e-05,2.7753821873935317e-07,5.889445828708068e-09,1.0712535185506675e-10
85,1.1637240183408052e-10,6.322490627510509e-09,2.944373511752449e-07,1.1424774883392367e-05,0.000354545629504623,0.008247402829404775,0.12772276889784992,0.9834823321426982,0.12772276889784992,0.008247402829404775,0.000354545629504623,1.1424774883392367e-05,2.944373511752449e-07,6.322490627510509e-09,1.1637240183408052e-10
86,1.2629515821067525e-10,6.781737677824367e-09,3.121491122486813e-07,1.1971033245190297e-05,0.00036717073179086103,0.008441494651529616,0.12919995647786162,0.9830930550628637,0.12919995647786162,0.008441494651529616,0.00036717073179086103,1.1971033245190297e-05,3.121491122486813e-07,6.781737677824367e-09,1.2629515821067525e-10
